標的名稱,代碼,幣別,類型,成立日期,風險收益等級,配息頻率,淨值日期,淨值,三個月(%),六個月(%),一年(%),三年(%),成立以來(%),年化標準差,年化Sharpe,年化Beta,規模日期,基金規模,嘉實基金評等,備註
元大多福基金,ACYT02-TFGO,台幣,國內股票開放型一般股票型,1994/03/16,RR4,無,2026/07/01,353.55,44.37,104.21,226.03,298.28,3435.5,28.02,1.3,0.73,2026/05/31,113.3576億,4,
元大亞太成長基金,ACYT26-TFGP,台幣,跨國投資股票型區域型,2006/01/24,RR5,無,2026/06/30,12.61,20.1,38.72,67.02,85.71,26.1,26.73,0.59,1.18,2026/05/31,11.1036億,2.5,
野村中小基金-累積類型,ACIC08-TFGQ,台幣,國內股票開放型中小型,2001/04/11,RR5,無,2026/07/01,600.08,48.58,106.65,230.59,343.26,5900.8,34.31,1.08,0.97,2026/05/31,264.5225億,3.5,
野村優質基金-累積類型新臺幣計價,ACIC01-TFGR,台幣,國內股票開放型一般股票型,1999/04/21,RR4,無,2026/07/01,451.19,46.42,95.79,198.41,301.02,4411.9,32.64,1.04,0.72,2026/05/31,577.4638億,3,
貝萊德世界金融基金 A2 美元,SHZA8-TFGV,美元,金融股,2000/03/03,RR4,無,2026/06/30,79.61,21.32,2.45,19.73,123.69,705.77,20.83,0.26,1.37,2026/04/30,"2,563.00百萬",4,
貝萊德世界健康科學基金 A2 美元,SHZB0-TFGW,美元,健康護理股,2001/04/06,RR3,無,2026/06/30,76.14,8.62,1.32,15.66,18.65,N/A,13.8,0.3,0.95,2026/04/30,"12,298.00百萬",2.5,
貝萊德全球股票收益基金 A2 美元,SHZN5-TFGX,美元,股票型,2010/11/12,RR3,無,2026/06/30,30.27,13.46,6.73,17.28,41.78,202.4,15.41,0.3,0.93,2026/04/30,"1,080.00百萬",2.5,
貝萊德美國價值型基金 A2 美元,SHZ64-TFGY,美元,股票型,1997/01/08,RR4,無,2026/06/30,172.38,15.75,10.5,22.24,51.36,654.73,12.74,0.45,0.65,2026/04/30,930.00百萬,3,
貝萊德美國靈活股票基金 A2 美元,SHZF2-TFGZ,美元,股票型,2002/10/31,RR4,無,2026/06/30,103.76,25.72,16.68,35.69,85.05,930.39,21.16,0.43,1.2,2026/04/30,"2,354.00百萬",4.5,
貝萊德歐洲基金 A2 歐元,SHZ43-TFHB,歐元,股票型,1993/11/30,RR4,無,2026/06/30,218.93,19.88,11.09,13,25.61,N/A,16.89,0.21,0.92,2026/04/30,"1,141.00百萬",1.5,
貝萊德歐洲價值型基金 A2 歐元,SHZ69-TFHC,歐元,股票型,1997/01/08,RR4,無,2026/06/30,137.41,12.64,7.86,20.36,56.47,N/A,13.24,0.4,0.75,2026/04/30,"1,551.00百萬",4,
貝萊德環球動力股票基金A2美元,SHZJ0-TFHD,美元,股票型,2006/02/28,RR3,無,2026/06/30,45.08,21.54,8.13,20.86,55.93,350.8,19.52,0.29,1.15,2026/04/30,458.00百萬,3.5,
施羅德環球基金系列 - 新興歐洲 (歐元)A1-累積,PYZ61-TFHF,歐元,股票型,2003/07/14,RR5,無,2026/06/30,31.5908,16.72,18.24,31.85,103.42,318.98,19.18,0.43,0.78,2026/05/31,"1,578.00百萬",3,
凱基新興市場中小基金-台幣計價A,ACKG19-TFHG,台幣,跨國投資股票型區域型,2011/08/05,RR5,無,2026/06/30,49.62,35.35,59.24,106.32,165.77,396.2,30.26,0.74,1.33,2026/05/31,4.116億,4,
普徠仕（盧森堡）系列基金－普徠仕美國大型成長股票基金A級別(美元),MAR17-TFHH,美元,股票型,2003/11/13,RR4,無,2026/06/30,114.65,20.95,1.63,11.71,75.44,1046.5,22.78,0.15,1.26,2026/04/30,"2,556.00百萬",3,
普徠仕（盧森堡）系列基金－普徠仕美國小型公司股票基金A級別(美元),MAR08-TFHI,美元,股票型,2001/07/31,RR4,無,2026/06/30,98.14,14.53,12.35,20.42,37.78,881.4,12.83,0.41,0.56,2026/04/30,"3,489.00百萬",3,
宏利亞太中小企業基金(新臺幣),ACAP20-TFHM,台幣,跨國投資股票型區域型,2010/04/08,RR5,無,2026/06/30,20.9,11.47,5.5,24.04,25.83,109,19.63,0.33,0.8,2026/05/31,2.7774億,1,
澳幣貨幣帳戶,TFHN-TFHN,澳幣,貨幣帳戶,-,RR1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
摩根泰國基金,JFZ06-TFHO,美元,股票型,1989/08/08,RR5,無,2026/06/29,212.89,5.93,19.08,44.65,28.78,N/A,25.41,0.44,1.13,2026/04/30,185.00百萬,3,
聯博-全球不動產證券基金 A股美元(基金之配息來源可能為本金),ALZ17-TFHR,美元,REIT,1997/02/28,RR4,,2026/06/30,30.97,8.74,6.87,10.21,26.98,253.43,17.57,0.16,1.12,2026/05/31,37.00百萬,2.5,
聯博-短期債券基金 A2股美元(基金之配息來源可能為本金),ALZ40-TFHU,美元,債券型,1999/05/12,RR2,無,2026/06/30,20.16,1.2,1.05,2.7,12.88,N/A,1.41,0.3,0.38,2026/05/31,425.00百萬,3,
聯博-全球價值型基金A股美元 (基金之配息來源可能為本金),ALZD3-TFHV,美元,股票型,2001/04/24,RR3,無,2026/06/30,33.51,9.69,8.83,27.22,63.94,235.1,13.73,0.5,0.73,2026/05/31,717.00百萬,4.5,
聯博-亞洲股票基金A股美元(基金之配息來源可能為本金),ALZZ9-TFHY,美元,股票型,2009/11/30,RR5,無,2026/06/30,45.9,27.96,34.6,65.29,110.36,206,27.78,0.56,1.28,2026/05/31,463.00百萬,4.5,
聯博-美國成長基金 A股美元(基金之配息來源可能為本金),ALZ01-TFIA,美元,股票型,1997/01/06,RR4,無,2026/06/30,257.23,17.77,2.05,7.66,56.54,1265.34,20.57,0.11,1.19,2026/05/31,"9,318.00百萬",2.5,
聯博-國際科技基金 A股美元,ALZ03-TFIC,美元,資訊科技股,1995/10/02,RR4,無,2026/06/30,1731.76,56.67,46.01,75.07,178.66,2717.24,35.33,0.5,1.07,2026/05/31,"3,370.00百萬",4.5,
聯博-國際醫療基金 A股美元(基金之配息來源可能為本金),ALZ02-TFID,美元,健康護理股,1995/07/05,RR3,無,2026/06/30,600.65,7.91,0.8,12.66,15.4,863.35,14.5,0.23,1.01,2026/05/31,"3,527.00百萬",2,
聯博-新興市場價值基金A股美元,ALZZ5-TFIG,美元,股票型,2010/02/26,RR5,無,2026/06/30,96.98,30.12,35.66,56.65,97.15,120.56,25.68,0.53,1.3,2026/05/31,428.00百萬,4,
聯博-歐元區成長基金AXX級別歐元(2025/11/25暫停新申購),ALZX8-TFII,歐元,股票型,2010/09/15,RR4,無,2026/06/30,41.05,19.54,6.49,14.92,33.41,177.36,17.68,0.23,0.97,2026/05/31,124.00百萬,2.5,★2025/11/25暫停新申購
聯博-歐洲股票基金A級別歐元(基金之配息來源可能為本金),ALZC6-TFIK,歐元,股票型,2001/05/29,RR4,無,2026/06/30,27.85,9.39,8.24,18.92,40.37,178.5,13.13,0.37,0.82,2026/05/31,237.00百萬,3,
貝萊德日本特別時機基金 A2 美元,SHZ11-TFIM,美元,股票型,1987/05/13,RR4,無,2026/06/30,111.34,14.49,14.71,30.12,79.55,N/A,23.68,0.34,0.56,2026/04/30,"61,284.00百萬",2.5,
貝萊德世界科技基金 A2 美元,SHZ71-TFIR,美元,資訊科技股,1995/03/03,RR4,無,2026/06/30,159.01,57.03,40.92,55.56,146.95,1483.76,36.91,0.39,1.12,2026/04/30,"16,290.00百萬",3,
貝萊德世界能源基金 A2 美元,SHZA6-TFIS,美元,能源,2001/04/06,RR5,無,2026/06/30,32.03,-11.98,20.46,26.65,43.96,220.3,20.52,0.34,0.92,2026/04/30,"2,692.00百萬",2.5,
貝萊德世界債券基金 A2 美元(本基金非屬環境、社會及治理相關主題基金),SHZM0-TFIT,美元,債券型,1985/09/04,RR2,無,2026/06/30,85.46,2.14,0.86,3.04,13.34,N/A,3.71,0.14,1.08,2026/04/30,941.00百萬,3,
貝萊德全球通膨連結債券基金 A2 美元,SHZN8-TFIU,美元,固定收益,2009/06/19,RR2,無,2026/06/30,17.42,1.16,1.75,3.08,10.25,73.85,2.51,0.21,0.64,2026/04/30,138.00百萬,2,
貝萊德印度基金 A2 美元,SHZH8-TFIV,美元,股票型,2006/04/28,RR5,無,2026/06/30,50.28,10.05,-6.99,-9.96,4.88,175.36,17.34,-0.17,0.9,2026/04/30,360.00百萬,2.5,
貝萊德ESG社會責任多元資產基金Hedged A2 美元,SHZM4-TFIW,美元,平衡型,2010/04/16,RR3,無,2026/06/30,66.53,11.07,8.64,19.4,36.05,155.88,10.11,0.49,0.59,2026/04/30,"2,881.00百萬",3,ESG基金
貝萊德亞洲巨龍基金 A2 美元,SHZK7-TFIX,美元,股票型,1997/01/02,RR5,無,2026/06/30,76.67,29.38,26.02,45.73,71.44,N/A,25.54,0.45,1.15,2026/04/30,846.00百萬,3,
貝萊德美元優質債券基金 A2 美元,SHZ77-TFIY,美元,債券型,1989/04/07,RR2,無,2026/06/30,35.46,1.4,0.54,3.96,11.97,N/A,3.57,0.22,1.11,2026/04/30,530.00百萬,3,
貝萊德英國基金 A2 美元,SHZ48-TFJA,美元,股票型,1985/12/31,RR4,無,2026/06/30,204.81,7.08,-0.11,2.52,33.6,N/A,13.86,0.05,0.93,2026/04/30,142.00百萬,2.5,
貝萊德歐洲基金 A2 美元,SHZ02-TFJD,美元,股票型,1993/11/30,RR4,無,2026/06/30,249.47,19.15,7.61,9.88,31.08,N/A,19.88,0.15,1.19,2026/04/30,"1,141.00百萬",2,
貝萊德歐洲價值型基金 A2 美元,SHZ68-TFJE,美元,股票型,1997/01/08,RR4,無,2026/06/30,156.59,11.97,4.49,17.04,63.28,701.79,16.3,0.28,1.01,2026/04/30,"1,551.00百萬",4,
貝萊德環球企業債券基金 A2 美元,SHZL8-TFJF,美元,公司債券,2007/10/19,RR2,無,2026/06/30,16.37,1.93,1.11,4.33,18.02,63.7,3.3,0.27,0.97,2026/04/30,"1,467.00百萬",3,
貝萊德環球政府債券基金 A2 美元,SHZ24-TFJH,美元,市政債券,1987/05/14,RR2,無,2026/06/30,30.93,1.74,0.45,2.08,10.07,N/A,3.79,0.07,1.32,2026/04/30,813.00百萬,3.5,
貝萊德環球前瞻股票基金 A2 美元,SHZ10-TFJI,美元,股票型,1996/02/29,RR3,無,2026/06/30,106.91,10.26,-2.26,3.09,22.5,N/A,15.63,0.05,0.92,2026/04/30,586.00百萬,1.5,
日圓貨幣帳戶,TFJK-TFJK,日圓,貨幣帳戶,-,RR1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
摩根南韓基金,JFZ11-TFJL,美元,股票型,1991/12/11,RR5,無,2026/06/29,191.26,41.18,72.88,126.85,184.74,N/A,40.35,0.65,0.78,2026/04/30,520.00百萬,1.5,
高盛基金Ⅲ-高盛大中華股票基金X股美元(原名稱：NN(L)大中華股票基金X股美元),ANZ57-TFJN,美元,股票型,1999/10/04,RR5,無,2026/06/30,1893.5,19.53,19.8,47.86,96.69,278.7,31.42,0.39,1.87,2026/04/30,299.00百萬,4.5,
高盛基金Ⅲ-高盛日本股票基金X股美元(原名稱：NN(L)日本股票基金X股美元),ANZ81-TFJO,美元,股票型,2011/02/28,RR4,無,2026/06/30,224.64,14.69,13.35,21.89,52.05,122.59,20.35,0.29,0.68,2026/04/30,280.00百萬,1.5,
高盛基金Ⅲ-高盛環球社會影響力基金X股美元(原名稱：高盛永續智慧經濟基金X股美元),ANZ92-TFJP,美元,資訊科技股,1998/01/26,RR4,無,2026/06/30,1936.3,8.18,-6.75,-13.12,5.09,287.26,13.01,-0.32,0.29,2026/04/30,856.00百萬,1,
高盛基金Ⅲ-高盛美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)),ANZ85-TFJQ,美元,股票型,2005/03/31,RR4,無,2026/06/30,1074.38,16.48,8.12,14.84,47.87,329.75,14.2,0.28,0.78,2026/04/30,346.00百萬,2.5,
高盛基金Ⅲ-高盛環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)),ANZ75-TFJW,美元,股票型,2006/04/17,RR3,無,2026/06/30,884.19,10.3,7.93,14.98,46.04,151.1,12.67,0.31,0.72,2026/04/30,824.00百萬,3,
野村中國機會基金,ACIC26-TFJY,台幣,跨國投資股票型區域型,2009/04/22,RR5,無,2026/06/30,28.06,81.38,76.7,124.84,120.42,180.6,37.07,0.69,1.58,2026/05/31,19.2153億,3.5,
野村巴西基金,ACIC29-TFJZ,台幣,跨國投資股票型單一國家,2010/04/01,RR5,無,2026/06/30,7.53,-4.8,12.22,31.64,24.46,-24.7,29.77,0.3,1.56,2026/05/31,6.7884億,2.5,
野村台灣高股息基金(本基金之配息來源可能為本金且並無保證收益及配息),ACKH29-TFKA,台幣,國內股票開放型價值型,2005/03/18,RR4,無,2026/07/01,137.05,44.04,58.73,93.96,206.33,1270.5,22.45,0.89,0.86,2026/05/31,31.351億,,
野村平衡基金,ACIC05-TFKB,台幣,股票債券平衡型一般股票型,2000/02/22,RR4,無,2026/07/01,136.56,29.69,64.75,129.59,212.92,1265.6,21.85,1.15,0.48,2026/05/31,41.0985億,4,
野村全球生技醫療基金,ACIC19-TFKC,台幣,跨國投資股票型全球市場,2007/01/18,RR4,無,2026/06/30,26.64,8.42,3.82,19.84,16.69,166.4,15.67,0.33,0.04,2026/05/31,13.3631億,2,
野村全球品牌基金,ACIC09-TFKD,台幣,跨國投資股票型全球市場,2002/06/21,RR4,無,2026/06/30,67.75,35.01,26.97,37.56,61.66,577.5,24.26,0.4,1.38,2026/05/31,37.31億,2.5,
野村全球高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息),ACIC10-TFKE,台幣,跨國投資股票型全球市場,2003/05/19,RR3,無,2026/06/30,43.14,22.52,26.29,45.99,98.53,331.4,17.04,0.65,0.91,2026/05/31,20.5106億,3.5,
野村亞太高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息),ACIC18-TFKF,台幣,跨國投資股票型區域型,2006/05/09,RR5,無,2026/06/30,26.6,27.64,42.25,88.92,94.73,166,26.05,0.74,1.17,2026/05/31,20.1516億,3.5,
野村泰國基金,ACKH12-TFKH,台幣,跨國投資股票型單一國家,1997/06/03,RR5,無,2026/06/30,42.04,4.71,20.98,50.79,21.61,319.98,20.72,0.59,0.85,2026/05/31,9.1264億,3,
貝萊德日本靈活股票基金 A2 美元,SHZI1-TFKK,美元,股票型,2005/02/28,RR4,無,2026/06/30,25.65,10.7,9.76,21.39,57.85,156.5,20.2,0.29,0.66,2026/04/30,"198,591.00百萬",2,
貝萊德智慧數據環球小型企業基金A2美元(本基金非屬環境、社會及治理相關主題基金),SHZA2-TFKM,美元,中小型股,1994/11/04,RR4,無,2026/06/30,224.17,18.07,17.23,30.1,66.86,2141.7,15.56,0.49,0.89,2026/04/30,610.00百萬,4.5,
施羅德環球基金系列 - 中國優勢 (美元)A1-累積,PYZJ2-TFKO,美元,股票型,2006/02/17,RR5,無,2026/06/30,347.2915,-7.2,-13.3,0.49,5.88,247.29,20.49,0.02,1,2026/05/31,981.00百萬,2.5,
施羅德環球基金系列 - 日本小型公司 (美元)A1-累積,PYZD9-TFKP,美元,中小型股,2006/04/24,RR4,無,2026/06/30,1.4766,6.02,9.35,19.04,32.03,65.91,19.12,0.27,0.43,2026/05/31,"13,242.00百萬",3,
施羅德環球基金系列 - 日本股票 (美元避險)A1-累積,PYZK8-TFKQ,美元,股票型,2013/04/17,RR4,無,2026/06/30,362.6229,11.54,16.27,39.78,76.3,262.62,17.99,0.55,0.55,2026/05/31,"104,250.00百萬",3,
施羅德環球基金系列 - 日本優勢 (美元避險)A1-累積,PYZL2-TFKR,美元,股票型,2013/06/26,RR4,無,2026/06/30,53.2394,16.38,23.74,55.23,108.08,432.39,19.63,0.67,0.48,2026/05/31,"75,858.00百萬",4,
施羅德環球基金系列-印度股票 (美元)A1-累積,PYZG0-TFKS,美元,股票型,2006/11/10,RR5,無,2026/06/30,282.9006,7.63,-9.78,-13.63,14.39,182.9,17.62,-0.23,0.94,2026/05/31,289.00百萬,2,
施羅德環球基金系列 - 拉丁美洲 (美元)A1-累積,PYZ51-TFKV,美元,股票型,2002/05/31,RR5,無,2026/06/30,54.1208,-1.12,8.31,25.14,25.75,463.76,21.7,0.31,0.97,2026/05/31,516.00百萬,3.5,
施羅德環球基金系列 - 美國大型股 (美元)A1-累積,PYZ30-TFKW,美元,股票型,2002/01/11,RR4,無,2026/06/30,352.0618,14.64,2.1,8.67,64.58,403.3,16.87,0.14,0.96,2026/05/31,"9,888.00百萬",2.5,
施羅德環球基金系列 - 美國中小型股票 (美元)A1-累積,PYZE5-TFKX,美元,中小型股,2004/12/10,RR4,無,2026/06/30,537.9215,17.27,17.84,30.49,39.8,437.92,13.42,0.57,0.59,2026/05/31,964.00百萬,3.5,
施羅德環球基金系列 - 香港股票 (美元)A1-累積,PYZI7-TFKY,美元,股票型,2010/11/17,RR4,無,2026/06/30,51.0506,-2.39,-9.17,4.79,8.09,44.5,19.82,0.08,1.07,2026/05/31,"6,394.00百萬",1.5,
施羅德環球基金系列 - 策略債券 (美元)A1-累積(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),PYZK0-TFKZ,美元,債券型,2004/09/30,RR3,無,2026/06/30,157.6785,2.82,1.1,4.64,21.02,57.68,3.79,0.26,0.97,2026/05/31,578.00百萬,4,
施羅德環球基金系列 - 新興市場 (美元)A1-累積(基金之配息來源可能為本金),PYZ41-TFLB,美元,股票型,2002/01/11,RR5,無,2026/06/30,27.3173,26.18,28.47,58.62,93.04,624.6,25,0.56,1.3,2026/05/31,"8,364.00百萬",4,
施羅德環球基金系列 - 新興亞洲 (美元)A1-累積,PYZ02-TFLD,美元,股票型,2004/01/09,RR5,無,2026/06/30,75.0856,23.85,24.56,50.03,76.51,641.95,24.73,0.5,1.11,2026/05/31,"7,337.00百萬",3,
施羅德環球基金系列 - 新興歐洲 (美元)A1-累積,PYZD6-TFLE,美元,股票型,2006/04/24,RR5,無,2026/06/30,35.8608,15.84,14.55,28.29,112.72,26.45,22.8,0.33,0.96,2026/05/31,"1,578.00百萬",3,
施羅德環球基金系列 - 歐洲小型公司 (美元)A1-累積,PYZD7-TFLF,美元,中小型股,2006/04/24,RR4,無,2026/06/30,46.8164,14.66,4.63,1.11,20.5,60.77,20.79,0.03,1.17,2026/05/31,54.00百萬,1.5,
施羅德環球基金系列 - 環球收益股票 (美元)A1-累積(基金之配息來源可能為本金),PYZF3-TFLI,美元,股票型,2005/07/29,RR3,無,2026/06/30,300.7324,4.78,8.59,20.18,43.11,200.73,10.32,0.5,0.47,2026/05/31,285.00百萬,4,
施羅德環球基金系列 - 環球能源 (美元)A1-累積,PYZE3-TFLJ,美元,能源,2006/06/30,RR5,無,2026/06/30,24.4107,-11.39,25.9,38.29,57.45,-12.69,23.01,0.43,1,2026/05/31,"1,099.00百萬",3.5,
摩根大歐洲基金-累積型(原名稱：摩根大歐洲基金),ACJF81-TFLN,台幣,跨國投資股票型區域型,1998/06/01,RR4,無,2026/06/30,33.06,10.31,7.23,20.75,56.53,230.6,13.68,0.39,0.82,2026/05/31,57.7389億,2,
摩根太平洋證券基金,JFZ04-TFLO,美元,股票型,1978/05/26,RR5,無,2026/06/29,746.38,21.31,23.04,37.39,66.8,N/A,21.25,0.45,1.1,2026/04/30,776.00百萬,2,
摩根平衡基金,ACJF87-TFLP,台幣,股票債券平衡型價值型股票型,2000/09/28,RR4,無,2026/07/01,113.43,35.91,60.42,102.48,164.47,1034.3,19.39,1.09,0.71,2026/05/31,70.8388億,,
摩根亞洲增長基金,JFH17-TFLQ,美元,股票型,2007/05/14,RR5,無,2026/06/29,30.68,26.41,30.5,51.21,76.32,206.8,24.61,0.51,1.24,2026/04/30,700.00百萬,3,
摩根亞洲基金-一般型(原名稱：摩根亞洲基金),ACJF77-TFLS,台幣,跨國投資股票型區域型,1995/10/18,RR5,無,2026/06/30,112.29,29.55,34.03,64.67,79.32,1022.9,23.48,0.64,1.09,2026/05/31,55.972億,3,
摩根亞洲小型企業基金,JFZ10-TFLT,美元,中小型股,1991/12/02,RR5,無,2026/06/29,460.41,9.79,21.21,33.18,66.77,N/A,18.36,0.46,0.85,2026/04/30,201.00百萬,4,
摩根東方科技基金-累積型(原名稱：摩根東方科技基金),ACJF80-TFLU,台幣,跨國投資股票型區域型,1997/09/08,RR5,無,2026/06/30,106.9,65.84,70.11,122.99,167.99,967.93,33.26,0.75,1.21,2026/05/31,62.1908億,4,
摩根絕對日本基金-累積型,ACJF95-TFLW,台幣,跨國投資股票型單一國家,2006/04/04,RR4,無,2026/06/30,23.59,9.01,11.27,19.14,57.27,135.9,19.75,0.27,0.59,2026/05/31,13.902億,2.5,
摩根新興日本基金,AC0022-TFLY,台幣,跨國投資股票型單一國家,1995/01/21,RR4,無,2026/06/30,45.44,11.98,19.89,32.09,54.98,354.4,17.33,0.47,0.51,2026/05/31,9.0171億,2.5,
摩根龍揚基金-累積型,ACJF79-TFMC,台幣,跨國投資股票型全球市場,1997/01/29,RR5,無,2026/06/30,60.31,15.91,19.45,50.29,61.39,503.1,17.63,0.68,0.61,2026/05/31,70.7384億,3,
摩根基金－環球短債基金 - JPM環球短債(美元)- A股(累計),JFZA0-TFMD,美元,債券型,2009/07/21,RR2,無,2026/06/29,13.32,1.37,0.83,3.02,14.43,33.2,1.66,0.31,0.4,2026/04/30,572.00百萬,3,
摩根總收益組合基金-累積型,ACJF107-TFME,台幣,全球組合型債券型,2010/12/20,RR2,無,2026/06/30,11.9512,1.46,0.37,1.9,8.32,19.51,2.92,0.07,0.68,2026/05/31,10.3504億,1,
摩根金龍收成基金,ACJF101-TFMF,台幣,跨國投資股票型區域型,2008/09/22,RR5,無,2026/06/30,40.38,16.1,19.5,50.34,61.58,303.8,17.71,0.68,1.1,2026/05/31,6.5044億,2,
聯博-歐洲收益基金 A2股美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ALZ86-TFMH,美元,債券型,1999/03/02,RR3,無,2026/06/30,25.85,3.03,-1.49,-0.62,21.82,N/A,9.03,-0.05,1.94,2026/05/31,"1,133.00百萬",3,
貝萊德日本靈活股票基金 A2 日圓,SHZI0-TFMI,日圓,股票型,2005/02/28,RR4,無,2026/06/30,4168,12.74,14.22,36.66,77.59,N/A,18.71,0.5,0.64,2026/04/30,"198,591.00百萬",2.5,
德銀遠東DWS台灣旗艦基金,ACFE01-TFML,台幣,國內股票開放型一般股票型,2001/08/02,RR4,無,2026/07/01,131.97,52.37,84.63,158.31,252.77,1219.7,35.28,0.84,1.32,2026/05/31,26.0112億,2,
元大店頭基金,ACYT07-TFMM,台幣,國內股票開放型上櫃股票型,1997/01/27,RR5,無,2026/07/01,50.21,39.47,79.71,158.55,193.28,401.6,26.96,1.08,1.04,2026/05/31,22.3515億,4,
M＆G日本小型股基金A(歐元),MMG08-TFMN,歐元,中小型股,2018/10/26,RR4,無,2026/06/30,67.1493,22.33,29.26,42.5,48.89,126.82,19.2,0.55,0.56,2026/04/30,330.00百萬,4,
元大新中國基金-新台幣,ACYT40-TFMP,台幣,跨國投資股票型全球市場,2009/04/02,RR5,無,2026/06/30,16.09,29.44,29.97,61.06,69.01,60.9,17.89,0.79,1.04,2026/05/31,7.68億,3.5,
元大全球不動產證券化基金(A)-不配息型,ACKY1901-TFMQ,台幣,不動產證券化型,2006/01/19,RR4,無,2026/06/30,20.53,17.18,22.71,36.05,50.51,95.71,16.93,0.53,1.06,2026/05/31,6.3737億,5,
元大全球ETF穩健組合基金,ACKY18-TFMR,台幣,全球組合型平衡型,2005/03/08,RR3,無,2026/06/30,23.32,13.31,12.71,27.78,42.72,133.2,10.35,0.67,0.59,2026/05/31,16.1958億,3.5,
施羅德台灣樂活中小基金-A類型,ACES10-TFMS,台幣,國內股票開放型中小型,2007/11/16,RR5,無,2026/07/01,189.62,62.53,138.07,244.08,384.1,1796.2,35.6,1.08,1.08,2026/05/31,28.3769億,4,
富蘭克林華美中國傘型基金之中國A股基金-新臺幣,ACFT23-TFMU,台幣,跨國投資股票型區域型,2014/07/02,RR5,無,2026/06/30,13.17,34.11,31.44,61.79,61.4,31.7,20.53,0.7,1.25,2026/05/31,25.4688億,2.5,
摩根投資基金－策略總報酬基金 - JPM策略總報酬(歐元)- A股(累計)(本基金有相當比重投資於非投資等級之高風險債券),JFZE7-TFMV,歐元,平衡型,1998/10/23,RR3,無,2026/06/29,184.81,1.96,-3.62,-1.9,-0.92,N/A,9.11,-0.09,0.49,2026/04/30,"1,489.00百萬",1,
摩根投資基金－多重收益基金 - JPM多重收益(美元對沖) - A股(累計)(本基金有相當比重投資於非投資等級之高風險債券),JFZA6-TFMW,美元,平衡型,2012/05/30,RR3,無,2026/06/29,275.53,7.43,6.72,13.63,35.32,121.88,6.96,0.49,0.44,2026/04/30,"20,977.00百萬",3,
瀚亞投資-美國特優級債券基金A(美元),IOF03-TFMX,美元,公司債券,2004/12/16,RR2,無,2026/06/30,15.519,1.72,0.84,4.08,12.61,55.19,3.58,0.23,1.06,2026/04/30,223.00百萬,2.5,
M＆G北美股息基金A(美元)(本基金並無保證收益及配息),MMG14-TFMY,美元,股票型,2018/11/09,RR4,無,2026/06/30,44.2464,9.36,-0.94,6.77,44.73,117.74,14.24,0.13,0.8,2026/04/30,401.00百萬,1,
霸菱歐洲精選信託基金-A類美元累積型,PLZ79-TFNA,美元,中小型股,2013/12/16,RR4,無,2026/06/30,78.48,9.36,2.37,5.05,31.33,N/A,18.91,0.08,1.09,2026/04/30,469.00百萬,2,
霸菱德國增長基金-A類歐元累積型,PLZ87-TFNB,歐元,股票型,2000/08/29,RR4,無,2026/06/30,16.48,11.35,1.67,2.23,46.88,220,17.24,0.04,0.84,2026/04/30,366.00百萬,1.5,
柏瑞環球基金-柏瑞印度股票基金A,AIZ49-TFNC,美元,股票型,2005/09/12,RR5,無,2026/06/30,84.0407,8.13,-8.08,-10.99,15.26,572.33,17.03,-0.19,0.88,2026/05/31,577.00百萬,3,
元大全球新興市場精選組合基金,ACKY22-TFNL,台幣,全球組合型股票型,2006/06/27,RR5,無,2026/06/30,23.9,28.36,35.1,62.59,77.3,139,20.59,0.71,1.17,2026/05/31,5.1719億,4.5,
元大大中華價值指數基金-新台幣,ACKY28-TFNM,台幣,跨國投資指數型,2009/05/21,RR5,無,2026/06/30,24.813,7.29,2.51,21.93,60.48,148.13,14.77,0.39,0.81,2026/05/31,4.5325億,2.5,
M＆G收益優化基金A(美元避險),MMG42-TFNN,美元,債券型,2018/09/07,RR3,無,2026/06/30,12.7763,3.05,1.69,4.28,19.68,27.76,4.27,0.21,1.15,2026/04/30,"7,961.00百萬",3.5,
凱基醫院及長照產業基金-新臺幣A,ACKG37-TFNO,台幣,跨國投資股票型全球市場,2017/05/02,RR3,無,2026/06/30,17.06,12.83,2.65,17.17,9.5,70.6,17.55,0.27,0.22,2026/05/31,2.2495億,2,
凱基醫院及長照產業基金-美元A,ACKG38-TFNP,美元,跨國投資股票型全球市場,2017/05/02,RR3,無,2026/06/30,16.1155,13.42,1.34,10.1,7.12,61.16,16.17,0.17,0.4,2026/05/31,0.5611億,1.5,
貝萊德美國增長基金A2 美元,SHZ67-TFNW,美元,股票型,1999/04/30,RR4,無,2026/06/30,62.28,33.16,15.38,20.16,85.47,522.8,25.69,0.23,1.39,2026/04/30,423.00百萬,3.5,
