標的名稱,代碼,幣別,類型,成立日期,風險收益等級,配息頻率,淨值日期,淨值,三個月(%),六個月(%),一年(%),三年(%),成立以來(%),年化標準差,年化Sharpe,年化Beta,規模日期,基金規模,嘉實基金評等,備註
摩根JPM南韓基金,JFZ11-JF002,美元,,1991/12/11,RR5,,2026/08/25,175.49,-4.52,12.28,103.58,161.93,,40.23,0.57,0.69,175.49,748百萬,,正常狀態
晉達環球黃金基金,GSF17-IV009,美元,,2004/12/23,RR5,,2026/08/25,208.84,24.79,-5.72,89.29,293.96,,58.64,0.39,0.97,208.84,"1,100百萬",,正常狀態
施羅德環球基金系列 - 環球黃金A(累積) - 美元,PYZQ4-SD079,美元,,2016/06/29,RR5,,2026/08/25,487.1438,16.36,-8.17,87.9,358.38,,55.07,0.4,0.9,487.1438,"1,861百萬",,正常狀態
愛德蒙得洛希爾環球黃金基金(A股),HSI11-EDM09,美元,,2008/09/30,RR5,,2026/08/24,302.06,23.64,-5.21,80.93,316.52,,59.55,0.36,1,302.06,40百萬,,已下架但可原定期(不)定額
新加坡大華黃金及綜合基金(美元),UOB22-UOB01,美元,,1995/07/28,RR5,,2026/08/25,3.9242,16.38,-6.7,77.48,236.55,,52.81,0.38,0.87,3.9242,138百萬,,正常狀態
貝萊德世界黃金基金A2股(歐元),SHZ53-ML002,歐元,,1994/12/30,RR5,,2026/08/25,101.97,20.32,-4.91,77.4,244.49,,49.68,0.4,0.82,101.97,"9,104百萬",,正常狀態
貝萊德世界黃金基金A10(總報酬穩定配息)-美元(基金之配息來源可能為本金)*,SHZV6-ML076,美元,,2022/10/19,RR5,,2026/08/25,33.28,21.06,-5.8,77,272.19,,53.76,0.38,0.89,33.28,"9,104百萬",,正常狀態
貝萊德世界黃金基金A2股(美元),SHZ18-ML001,美元,,1994/12/30,RR5,,2026/08/25,119.02,21.07,-5.84,76.98,272.05,,53.78,0.38,0.89,119.02,"9,104百萬",,正常狀態
富蘭克林坦伯頓全球投資系列-生技領航基金,FLZ81-FL004,美元,,2000/04/03,RR4,,2026/08/25,74.97,19.59,21.29,75.82,121.74,,19.66,0.85,0.91,74.97,"2,067百萬",,正常狀態
安聯全球礦金資源基金-AT累積類股(美元),TLZN1-DS131,美元,,2022/09/01,RR4,,2026/08/25,23.8866,10.18,0.27,72.8,116.71,,40.3,0.45,2.45,23.8866,"1,432百萬",,正常狀態
安聯全球資源基金,TLZ06-DS005,歐元,,1983/07/25,RR4,,2026/08/25,150.99,9.56,1.3,72.6,100.16,,36.14,0.48,0.02,150.99,418百萬,,已下架但可原定期(不)定額
貝萊德世界礦業基金A2股,SHZ19-ML022,美元,,1997/03/24,RR4,,2026/08/25,122.32,11.51,1.04,70.1,108.17,,36.09,0.47,0.03,122.32,"6,771百萬",,正常狀態
百達-生物科技R-美元,PIC03-PIT06,美元,,2000/06/28,RR4,,2026/08/25,1389.14,19.53,19.43,67.68,107.43,,19.05,0.81,0.82,1389.14,"2,330百萬",,正常狀態
摩根JPM太平洋科技基金,JFZ57-JF014,美元,,1997/08/15,RR5,,2026/08/25,179.24,2.55,29.82,63.21,143.63,,38.71,0.41,0.72,179.24,"1,917百萬",,正常狀態
摩根JPM環球天然資源基金(歐元)-A股(分派)(本基金之配息來源可能為本金),JFZ74-JF024,歐元,,2005/03/14,RR4,,2026/08/25,25.94,7.9,6.36,57.78,79.55,,21.52,0.63,0.54,25.94,"1,260百萬",,正常狀態
摩根JPM環球天然資源基金(美元)-A股(分派),JFH30-JF047,美元,,2006/09/12,RR4,,2026/08/25,25.24,8.61,5.3,57.45,93.86,,24.56,0.56,0.54,25.24,"1,260百萬",,正常狀態
瑞銀(盧森堡)生化股票基金,SBZ36-UBS018,美元,,1996/10/15,RR4,,2026/08/24,1126.93,23.77,18.94,56.02,69.26,,19.18,0.69,1.01,1126.93,513百萬,,正常狀態
施羅德環球基金系列-環球能源基金A1股-累積,PYZE3-SD026,美元,,2006/06/30,RR5,,2026/08/25,27.912,1.41,16.31,50.6,65.77,,22.93,0.54,0.89,27.912,691百萬,,正常狀態
先機亞太股票入息基金L類累積股(美元)(基金之配息來源可能為本金且並無保證收益及配息),SGF42-SKD02,美元,,2000/09/13,RR5,,2026/08/25,9.0332,7.49,15.63,49.97,111.66,,21.46,0.57,1.21,9.0332,264百萬,,正常狀態
聯博 - 國際科技基金A股,ALZ03-AB004,美元,,1995/10/02,RR4,,2026/08/25,1511.49,-4.66,19.5,48.97,154.6,,27.82,0.44,1.03,1511.49,"3,849百萬",,正常狀態
富蘭克林坦伯頓全球投資系列-亞洲成長基金,FLZ25-FL028,美元,,1991/04/16,RR5,,2026/08/25,57.52,4.79,15.34,48.67,94.46,,24.74,0.49,1.38,57.52,"2,568百萬",,正常狀態
晉達環球天然資源基金,GSF26-IV014,美元,,2008/01/31,RR4,,2026/08/25,22.89,5.1,1.33,48.64,83.01,,22.54,0.53,0.55,22.89,"1,900百萬",,正常狀態
聯博 - 亞洲股票基金AD股(月配息)-南非幣避險(基金之配息來源可能為本金)*,ALB80-AB062,南非幣,,2013/08/20,RR5,,2026/08/25,146.38,-1.23,3.94,48.19,113.24,,27.06,0.45,1.48,146.38,474百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-天然資源基金,FLZB3-FL033,美元,,2007/07/12,RR4,,2026/08/25,13.43,4.68,6,47.42,67.67,,18.2,0.63,0.45,13.43,362百萬,,正常狀態
富達基金 - 新興市場基金 - A,FTZ02-FD042,美元,,1993/10/18,RR5,,2026/08/25,51.76,0.39,12,47.04,96.91,,24.87,0.47,1.5,51.76,"4,209百萬",,正常狀態
聯博 - 亞洲股票基金AD股(月配息)(基金之配息來源可能為本金)*,ALB11-AB033,美元,,2009/11/30,RR5,,2026/08/25,23.22,-1.77,3.33,46.46,103.68,,27.14,0.44,1.48,23.22,474百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配權)(基金之配息來源可能為本金)*,ALB11-AB041,美元,,2009/11/30,RR5,,2026/08/25,23.22,-1.77,3.33,46.46,103.68,,27.14,0.44,1.48,23.22,474百萬,,正常狀態
霸菱全球新興市場基金,PLZ07-BR003,美元,,1992/02/24,RR5,,2026/08/25,70.13,0.17,6.83,45.06,86.08,,23.59,0.48,1.39,70.13,806百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配息)-澳幣避險(基金之配息來源可能為本金)*,ALB09-AB034,澳幣,,2010/06/30,RR5,,2026/08/25,18.86,-1.83,3.22,45.05,95.24,,27,0.43,1.47,18.86,474百萬,,正常狀態
聯博 - 亞洲股票基金AD股(月配權)-澳幣避險(基金之配息來源可能為本金)*,ALB09-AB042,澳幣,,2010/06/30,RR5,,2026/08/25,18.86,-1.83,3.22,45.05,95.24,,27,0.43,1.47,18.86,474百萬,,正常狀態
瀚亞投資-亞洲股票收益基金Azdmc1南非幣避險(穩定月配息)(本基金配息來源可能為本金)*,IOF76-PCA32,南非幣,,2014/02/14,RR4,,2026/08/25,11.495,1.22,9.63,44.98,107.46,,19.48,0.57,1.11,11.495,713百萬,,正常狀態
施羅德環球基金系列-新興市場A1股-累積,PYZ41-SD015,美元,,2002/01/11,RR5,,2026/08/25,26.7417,0.75,7.12,44.63,94.26,,24.42,0.46,1.49,26.7417,"7,945百萬",,正常狀態
法巴亞洲(日本除外)股票基金 C (美元)(本基金非屬環境、社會、治理相關主題基金),FLFC0-PV036,美元,,2013/05/17,RR5,,2026/08/25,259.62,0.1,15.62,44.06,94.56,,23.1,0.48,1.29,259.62,361百萬,,正常狀態
安本-新興市場股票基金A股-美元,ANZ45-ABG07,美元,,2003/06/30,RR5,,2026/08/25,117.9191,1.01,10.58,43.15,82.14,,20.82,0.52,1.25,117.9191,853百萬,,已下架但可原定期定額
高盛基金III - 高盛亞洲收益基金X股美元(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,ANZD10-ING46,美元,,2013/11/05,RR5,,2026/08/25,238.73,-5.53,5.41,43,105.52,,20.02,0.53,0.73,238.73,222百萬,,正常狀態
高盛基金III - 高盛亞洲收益基金X股對沖級別澳幣(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,ANZD11-ING47,澳幣,,2013/11/04,RR5,,2026/08/25,242.59,-7.44,4.38,42.63,103.81,,19.54,0.54,0.7,242.59,222百萬,,正常狀態
貝萊德世界能源A2股,SHZA6-ML040,美元,,2001/04/06,RR5,,2026/08/25,36.81,4.84,15.79,42.51,54.73,,22.29,0.48,0.92,36.81,"2,119百萬",,正常狀態
聯博 - 新興市場價值基金A股,ALZZ5-AB032,美元,,2010/02/26,RR5,,2026/08/25,90.72,0.42,3.48,41.84,87.71,,25.12,0.43,1.41,90.72,440百萬,,正常狀態
法巴日本小型股票基金 C (日幣),PAZ23-PV007,日圓,,1996/10/04,RR4,,2026/08/25,34449,2.46,4.25,41.62,111.76,,18.68,0.55,0.49,34449,"262,314百萬",,正常狀態
法巴日本股票基金 C (日幣),PAZ11-PV006,日圓,,1990/03/27,RR4,,2026/08/25,15373,5.19,10.29,41.28,102.46,,12.69,0.79,0.38,15373,"92,133百萬",,正常狀態
聯博 - 新興市場成長基金A股(基金之配息來源可能為本金),ALZ05-AB002,美元,,1992/10/30,RR5,,2026/08/25,75.4,1.77,9.8,41.2,85.44,,22.65,0.46,1.38,75.4,759百萬,,正常狀態
安聯全球生物科技基金,TLZ45-DS007,歐元,,1998/01/09,RR4,,2026/08/25,266.85,18.51,15.22,40.8,44.13,,17.74,0.57,0.85,266.85,288百萬,,已下架但可原定期(不)定額
法巴新興市場股票基金 C (美元),FLF67-ABN41,美元,,1997/10/27,RR5,,2026/08/25,990.51,0.19,12.64,40.7,93.65,,22.83,0.45,1.35,990.51,458百萬,,正常狀態
施羅德環球基金系列-新興市場股債AX股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)*,PYZP8-SD056,美元,,2016/11/16,RR4,,2026/08/19,90.259,3.89,12.44,40.36,78.82,,18.78,0.53,1.12,90.259,97百萬,,合併消滅
安聯亞洲總回報股票基金A股(基金之配息來源可能為本金),TLH03-DS031,美元,,2004/05/28,RR5,,2026/08/25,54.7068,-2.5,10.12,40.09,82.66,,23.48,0.44,1.3,54.7068,471百萬,,正常狀態
聯博 - 新興市場成長基金A股-澳幣避險(基金之配息來源可能為本金),ALZW8-AB028,澳幣,,2010/07/30,RR5,,2026/08/25,30.09,1.79,9.78,40.02,76.9,,22.46,0.45,1.37,30.09,759百萬,,正常狀態
施羅德環球基金系列-新興亞洲A1股-累積,PYZ02-SD013,美元,,2004/01/09,RR5,,2026/08/25,75.0415,1.45,8.17,38.61,81.57,,23.56,0.42,1.31,75.0415,"6,555百萬",,正常狀態
法巴科技創新股票基金 C (美元),FLF16-ABN34,美元,,1997/06/03,RR4,,2026/08/25,4294.95,5.77,27.16,38.17,108.31,,21.6,0.45,0.91,4294.95,"5,763百萬",,正常狀態
貝萊德新興市場基金A2股,SHZ16-ML031,美元,,1993/12/01,RR5,,2026/08/25,58.24,-0.97,6.88,38.17,60.35,,22.73,0.43,1.41,58.24,798百萬,,正常狀態
貝萊德世界科技基金 A10(總報酬穩定月配息)-美元(基金之配息來源可能為本金)*,SHZV9-ML071,美元,,2022/10/26,RR4,,2026/08/25,20.53,-3.35,23.51,37.08,129.03,,27.25,0.36,1.08,20.53,"20,818百萬",,正常狀態
貝萊德世界科技基金 A10(總報酬穩定月配權)-美元(基金之配息來源可能為本金)*,SHZV9-ML074,美元,,2022/10/26,RR4,,2026/08/25,20.53,-3.35,23.51,37.08,129.03,,27.25,0.36,1.08,20.53,"20,818百萬",,正常狀態
貝萊德世界科技基金A2股,SHZ71-ML028,美元,,1995/03/03,RR4,,2026/08/25,143.43,-3.39,23.47,37.06,129.05,,27.22,0.36,1.08,143.43,"20,818百萬",,正常狀態
安聯全球高成長科技基金(基金之配息來源可能為本金),TLZ38-DS017,美元,,1997/09/05,RR4,,2026/08/25,93.3212,-1.74,18.43,36.74,120.28,,18.93,0.49,0.72,93.3212,783百萬,,正常狀態
霸菱東歐基金A類,PLZA7-BR001,歐元,,2023/07/21,RR5,,2026/08/25,67.54,14.61,15.65,35.71,113.63,,16.7,0.54,0.75,67.54,455百萬,,已下架但可原定期(不)定額
施羅德環球基金系列 - 亞洲股息基金A股(月配息)-美元(基金之配息來源可能為本金且並無保證收益及配息)*,PYZO0-SD050,美元,,2013/09/18,RR5,,2026/08/25,95.8006,1.96,7.58,35.1,81.14,,17.2,0.51,0.95,95.8006,259百萬,,正常狀態
貝萊德亞洲巨龍基金A2美元,SHZK7-ML050,美元,,1997/01/02,RR5,,2026/08/25,74.61,0.8,8.1,34.85,72.91,,21.48,0.42,1.21,74.61,930百萬,,正常狀態
安聯全球新興市場高股息基金AM股(穩定月配)(月配息)-南非幣避險(本基金之配息來源可能為本金且無保證收益及配息),TLZA7-DS063,南非幣,,2016/08/02,RR5,,2026/08/25,268.78,3.23,7.18,34.5,92.58,,17.52,0.5,0.99,268.78,448百萬,,正常狀態
百達-能源轉型-R(累積)-美元,PIC43-PIT05,美元,,2007/05/14,RR4,,2026/08/25,224.67,-5.59,8.2,34.15,72.77,,22.29,0.4,0.83,224.67,"5,834百萬",,正常狀態
施羅德環球基金系列 - 亞洲股息基金A股(月配息)-澳幣對沖(基金之配息來源可能為本金且並無保證收益及配息)*,PYZO2-SD051,澳幣,,2014/11/19,RR5,,2026/08/25,92.6654,1.89,7.19,33.8,72.57,,17.11,0.5,0.95,92.6654,259百萬,,正常狀態
景順日本小型企業基金A(美元對沖)股-美元,CTZH8-IVC60,美元,,2014/07/23,RR4,,2026/08/25,38.24,-2.57,7.3,33.8,106.26,,23.12,0.38,0.6,38.24,"17,585百萬",,正常狀態
富達基金 - 亞洲股票ESG基金 - A,FTZ11-FD041,美元,,1990/10/01,RR5,,2026/08/25,16.31,-0.43,8.23,33.47,64.81,,20.52,0.42,1.15,16.31,"3,485百萬",,正常狀態
安聯東方入息基金(本基金之配息來源可能為本金且無保證收益及配息),TLZ55-DS016,美元,,2003/11/03,RR4,,2026/08/25,318.34,-5.87,6.24,33.35,81.22,,19.9,0.43,0.99,318.34,"2,249百萬",,正常狀態
安聯智慧城市收益基金-AMf2固定月配類股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZM7-DS112,美元,,2022/05/20,RR4,,2026/08/25,128.96,-1.64,11,33.22,81.86,,14.96,0.56,0.98,128.96,"1,473百萬",,正常狀態
安聯智慧城市收益基金-AMf2固定月配類股(月配權)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZM7-DS115,美元,,2022/05/20,RR4,,2026/08/25,128.96,-1.64,11,33.22,81.86,,14.96,0.56,0.98,128.96,"1,473百萬",,正常狀態
安聯智慧城市收益基金-AMg穩定月收總收益類股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZM8-DS111,美元,,2021/05/03,RR4,,2026/08/25,10.8617,-1.65,11,33.2,81.85,,14.96,0.56,0.98,10.8617,"1,473百萬",,正常狀態
安聯智慧城市收益基金-AT累積類股-美元(本基金有相當比重投資於非投資等級之高風險債券),TLZM9-DS110,美元,,2019/06/24,RR4,,2026/08/25,25.5942,-1.66,10.98,33.17,81.74,,14.96,0.56,0.98,25.5942,"1,473百萬",,正常狀態
瑞銀 (盧森堡) 全球收益股票基金(月配息)-美元(本基金之配息來源可能為本金及本基金非屬環境、社會及治理相關主題基金)*,SBZF7-UBS030,美元,,2020/09/14,RR4,,2026/08/24,124.85,10.18,17.38,32.7,71.25,,9.86,0.82,0.6,124.85,533百萬,,正常狀態
安本-亞太永續股票基金A股-美元,ANZ07-ABG06,美元,,1988/04/26,RR5,,2026/08/25,134.4051,1.12,8.9,32.68,63.61,,18.97,0.44,1.06,134.4051,"1,414百萬",,正常狀態
施羅德環球基金系列 - 新興歐洲 A1股-累積,PYZ61-SD014,歐元,,2003/07/14,RR5,,2026/08/25,34.4436,10.09,16.14,32.59,109.3,,17.18,0.48,0.86,34.4436,"1,614百萬",,正常狀態
富達基金 - 太平洋基金 - A,FTZ10-FD025,美元,,1994/01/10,RR5,,2026/08/25,65.03,0.97,5.88,32.42,83.15,,22.22,0.38,1.15,65.03,"1,115百萬",,正常狀態
富蘭克林坦伯頓全球投資系列-東歐基金,FLZ55-FL008,歐元,,1997/11/10,RR5,,2026/08/25,24.83,14.69,16.96,32.36,107.61,,17.81,0.46,0.83,24.83,157百萬,,正常狀態
施羅德環球基金系列 - 亞洲收益股票基金A1股-累積,PYZH1-SD035,美元,,2004/06/11,RR5,,2026/08/25,56.9923,1.98,8.59,32.34,87.37,,18.37,0.45,1.04,56.9923,"1,478百萬",,正常狀態
施羅德環球基金系列 - 亞洲收益股票 A1股(月配息)(基金之配息來源可能為本金)*,PYZH2-SD038,美元,,2004/06/11,RR5,,2026/08/25,26.408,1.99,8.6,32.34,87.35,,18.37,0.45,1.04,26.408,"1,478百萬",,正常狀態
瀚亞投資-全球科技股票基金Admc3(穩定月配息)-美元(本基金配息來源可能為本金)*,IOFF0-PCA71,美元,,2024/10/31,RR4,,2026/08/25,13.857,-0.78,19.73,32.15,N/A,,20.82,0.4,0.87,13.857,967百萬,,正常狀態
富達基金-亞太入息基金(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,FTZL4-FD048,美元,,2013/01/24,RR5,,2026/08/25,19.24,2.63,6.04,31.88,76.28,,16.05,0.5,0.85,19.24,578百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-東歐基金,FLZ86-FL009,美元,,2005/10/25,RR5,,2026/08/25,28.97,15.37,15.65,31.86,124.4,,21.35,0.39,1.03,28.97,157百萬,,正常狀態
貝萊德日本特別時機基金A2美元避險,SHZO9-ML054,美元,,2013/05/15,RR4,,2026/08/25,41.1,2.96,2.67,31.69,117.81,,15.87,0.51,0.46,41.1,"66,110百萬",,正常狀態
富蘭克林坦伯頓全球投資系列-拉丁美洲基金,FLZ28-FL023,美元,,1991/02/28,RR5,,2026/08/25,61.92,-0.48,-7,31.59,39.82,,19.76,0.41,0.97,61.92,609百萬,,已下架但可原定期(不)定額
富達基金 - 新興亞洲基金 - A,FTZI2-FD046,美元,,2008/04/21,RR5,,2026/08/25,34.17,-2.95,6.52,31.57,75.47,,20.26,0.4,1.13,34.17,717百萬,,正常狀態
富達基金 - 新興歐非中東基金 - A(歐元),FTZG2-FD047,歐元,,2007/06/11,RR5,,2026/08/25,25.4,9.48,6.72,31.54,93.16,,17.9,0.45,1.05,25.4,361百萬,,正常狀態
安聯全球新興市場高股息基金AM股(穩定月配)(月配息)-澳幣避險(本基金之配息來源可能為本金且無保證收益及配息),TLZA6-DS062,澳幣,,2016/08/02,RR5,,2026/08/25,18.4916,2.73,6.15,31.38,74.66,,17.44,0.46,0.99,18.4916,448百萬,,正常狀態
富蘭克林坦伯頓全球投資系列-科技基金,FLZ80-FL010,美元,,2000/04/03,RR4,,2026/08/25,74.3,1.05,22.16,30.88,110.12,,23.66,0.35,0.94,74.3,"16,227百萬",,正常狀態
聯博-新興市場多元收益基金AD股(月配息)-南非幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,ALBG8-AB097,南非幣,,2014/03/13,RR4,,2026/08/25,101.36,2.49,4.84,30.59,92.88,,17.19,0.46,1.06,101.36,"1,134百萬",,正常狀態
摩根JPM亞洲小型企業基金,JFZ10-JF019,美元,,1991/12/02,RR5,,2026/08/25,463.03,-3.09,3.75,30.08,69.5,,19.45,0.4,0.97,463.03,196百萬,,正常狀態
摩根亞洲股票高息基金(本基金並無保證收益及配息),JFZ02-JF018,美元,,1981/06/15,RR5,,2026/08/25,72.96,2.91,7.71,29.82,81.18,,14.2,0.53,0.8,72.96,"3,419百萬",,正常狀態
新加坡大華全球保健基金(美元)(月配息)(基金之配息來源可能為本金),UOB43-UOB05,美元,,2015/09/01,RR3,,2026/08/25,0.8692,12.85,7.89,29.74,24.77,,15.97,0.47,1.03,0.8692,308百萬,,正常狀態
新加坡大華全球保健基金(美元),UOB24-UOB02,美元,,2000/08/21,RR3,,2026/08/25,5.7328,12.86,7.91,29.71,24.68,,15.96,0.47,1.03,5.7328,308百萬,,正常狀態
摩根JPM泰國基金,JFZ06-JF004,美元,,1989/08/08,RR5,,2026/08/25,221.77,4.22,0.02,29.59,24.49,,20.89,0.37,0.95,221.77,183百萬,,正常狀態
安聯全球新興市場高股息基金AMg股(穩定月配息)-美元(本基金之配息來源可能為本金且無保證收益及配息)*,TLZ83-DS058,美元,,2015/10/06,RR5,,2026/08/25,17.8826,2.85,4.41,29.56,86.73,,18.39,0.42,1.14,17.8826,448百萬,,正常狀態
安聯AI人工智慧基金-AT類股(累積)-美元,TLH43-DS092,美元,,2017/03/31,RR4,,2026/08/25,39.6866,-5.74,9.53,29.16,80.04,,18.33,0.41,0.65,39.6866,"9,094百萬",,正常狀態
聯博 - 全球價值型基金A股(基金之配息來源可能為本金),ALZD3-AB013,美元,,2001/04/24,RR3,,2026/08/25,35.85,8.54,7.01,29.14,78.36,,11.07,0.66,0.74,35.85,696百萬,,正常狀態
聯博-新興市場多元收益基金AD股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,ALBA4-AB088,美元,,2013/03/21,RR4,,2026/08/25,14.77,2.01,4.24,29.11,83.39,,17.14,0.44,1.05,14.77,"1,134百萬",,正常狀態
景順日本小型企業基金A股-日圓,ISZ02-IVC61,日圓,,1991/01/02,RR4,,2026/08/25,2988,-3.52,5.4,28.85,82.2,,22.94,0.34,0.59,2988,"17,585百萬",,正常狀態
安本-新興市場小型公司基金A股-美元,ANH16-ABG03,美元,,2007/03/26,RR5,,2026/08/25,38.2641,3.3,10.6,28.58,65.58,,18.76,0.4,1.17,38.2641,157百萬,,正常狀態
聯博-新興市場多元收益基金AD股(月配息)-澳幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,ALBA1-AB096,澳幣,,2013/03/21,RR4,,2026/08/25,12.59,2.07,4.32,28.2,76.46,,16.93,0.43,1.04,12.59,"1,134百萬",,正常狀態
施羅德環球基金系列 - 拉丁美洲 A1股-累積,PYZ51-SD019,美元,,2002/05/31,RR5,,2026/08/25,55.7054,-0.71,-6.29,27.68,30.59,,20.15,0.36,1.01,55.7054,472百萬,,正常狀態
先機北美股票基金L類累積股(美元),SGF28-SKD07,美元,,2002/04/17,RR4,,2026/08/25,82.838,7,15.2,27.59,88.2,,10.51,0.66,0.8,82.838,331百萬,,正常狀態
瑞銀(盧森堡)健康轉型基金(本基金非屬環境、社會及治理相關主題基金),SBZ38-UBS007,美元,,1998/05/27,RR3,,2026/08/24,563.53,11.51,7.9,27.38,41.65,,15.76,0.45,1.04,563.53,286百萬,,正常狀態
富達基金 - 全球科技基金 - A(累積)-美元避險,FTZR0-FD057,美元,,2015/06/03,RR4,,2026/08/25,76.55,-0.36,15.56,27.27,98.62,,20.3,0.36,0.82,76.55,"36,160百萬",,正常狀態
安聯AI收益成長-AMf2固定月配類股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZR3-DS125,美元,,2025/03/28,RR3,,2026/08/25,132.61,-2.48,9.66,27.26,N/A,,14.97,0.47,0.92,132.61,633百萬,,正常狀態
安聯AI收益成長-AMf2固定月配類股(月配權)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)*,TLZR3-DS126,美元,,2025/03/28,RR3,,2026/08/25,132.61,-2.48,9.66,27.26,N/A,,14.97,0.47,0.92,132.61,633百萬,,正常狀態
富達基金 - 拉丁美洲基金 - A,FTZ07-FD023,美元,,1994/05/09,RR5,,2026/08/25,39.16,1.1,-11.82,27.2,41.32,,23.92,0.31,1.17,39.16,359百萬,,正常狀態
施羅德環球基金系列 - 日本股票 A1股-累積,PYZ39-SD007,日圓,,2001/08/31,RR4,,2026/08/25,2191.8896,2.16,2.22,27.12,64.43,,12.81,0.54,0.31,2191.8896,"100,431百萬",,正常狀態
瑞銀(盧森堡)美國總收益股票基金(美元)(月配息)(本基金之配息來源可能為本金及本基金非屬環境、社會及治理相關主題基金)*,SBZB2-UBS026,美元,,2013/06/24,RR4,,2026/08/24,176.74,9.09,18.26,27.01,64.2,,12.4,0.55,0.86,176.74,"2,156百萬",,正常狀態
瑞銀(盧森堡)美國總收益股票基金(美元)(本基金非屬環境、社會及治理相關主題基金),SBZB1-UBS028,美元,,2013/02/15,RR4,,2026/08/24,441.2,9.09,18.24,27,64.16,,12.4,0.55,0.86,441.2,"2,156百萬",,正常狀態
安聯日本股票基金(基金之配息來源可能為本金),TLZ21-DS020,美元,,1984/09/28,RR4,,2026/08/25,38.6229,7.34,9.45,26.96,70.23,,14.04,0.49,0.39,38.6229,559百萬,,正常狀態
摩根JPM歐洲策略股息基金(美元對沖)A股(月配息)(本基金之配息來源可能為本金且並無保證收益及配息)*,JFZD9-JF091,美元,,2013/11/06,RR4,,2026/08/25,228.36,6.47,7.92,26.72,92.05,,11.42,0.59,0.69,228.36,"1,611百萬",,正常狀態
野村基金(愛爾蘭系列)日本策略價值T股-美元避險,NFI10-ING97,美元,,2017/10/25,RR4,,2026/08/25,338.1328,1.36,0.8,26.48,107.39,,12.18,0.55,0.28,338.1328,"520,020百萬",,正常狀態
安聯智慧新能源基金 AT 累積類股-美元,TLZN4-DS120,美元,,2019/10/30,RR4,,2026/08/25,19.6249,-5.69,-1.12,26.14,34.4,,19.14,0.36,1.3,19.6249,402百萬,,正常狀態
富達基金 - 日本股票ESG基金 - A,FTZ08-FD021,日圓,,1990/10/01,RR4,,2026/08/25,472.5,2.07,5.56,26,57.45,,13.84,0.48,0.36,472.5,"51,464百萬",,正常狀態
施羅德亞洲高息股債基金A股(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金且並無保證收益及配息)*,PYZL1-SD052,美元,,2011/06/27,RR3,,2026/08/25,10.0599,1.8,7.93,25.93,59.26,,12.45,0.53,0.7,10.0599,"19,421百萬",,正常狀態
摩根JPM太平洋證券基金,JFZ04-JF008,美元,,1978/05/26,RR5,,2026/08/25,715.57,-1.26,3.93,25.9,70.28,,20.57,0.34,1.15,715.57,763百萬,,正常狀態
美盛銳思美國小型公司基金-A股累積型,ROY02-LM002,美元,,2007/05/09,RR4,,2026/08/25,333.23,7.08,6.59,25.75,41.94,,16.98,0.39,0.86,333.23,93百萬,,正常狀態
富達基金 - 全球科技基金 - A,FTZ62-FD027,歐元,,1999/09/01,RR4,,2026/08/25,93.68,-0.72,16.03,25.69,81.59,,18.39,0.37,0.74,93.68,"36,160百萬",,正常狀態
貝萊德永續能源基金A2股,SHZA4-ML026,美元,,2001/04/06,RR4,,2026/08/25,23.67,-5.96,0.3,25.44,46.29,,18.69,0.36,0.87,23.67,"5,495百萬",,正常狀態
施羅德環球基金系列-日本小型公司A1股-累積,PYZ40-SD005,日圓,,2002/01/11,RR4,,2026/08/25,243.403,0.9,1.26,25.42,49.2,,11.64,0.55,0.26,243.403,"10,268百萬",,正常狀態
施羅德環球基金系列-美國小型公司影響力A1股-累積,PYZ31-SD010,美元,,2001/08/31,RR4,,2026/08/25,266.9691,9.04,10.59,25.36,49.6,,14.3,0.45,0.89,266.9691,418百萬,,正常狀態
施羅德環球基金系列 - 環球收益股票 A1股(月配息)(基金之配息來源可能為本金)*,PYZF4-SD039,美元,,2005/07/29,RR3,,2026/08/25,167.905,9.48,10.04,25.34,61.66,,12.83,0.5,0.75,167.905,279百萬,,正常狀態
