標的名稱,代碼,幣別,類型,成立日期,風險收益等級,配息頻率,淨值日期,淨值,三個月(%),六個月(%),一年(%),三年(%),成立以來(%),年化標準差,年化Sharpe,年化Beta,規模日期,基金規模,嘉實基金評等,備註
摩根總收益組合基金-月配息型(本基金之配息來源可能為本金),ACJF115-TFRT,台幣,全球組合型債券型,2012/11/01,RR2,月配,2026/08/18,7.9065,0.45,-0.74,2.01,7.95,11.15,2.01,0.11,0.52,2026/07/31,0.563億,1.5,
摩根台灣增長基金,ACJF51-TFRW,台幣,國內股票開放型一般股票型,1994/04/07,RR4,,2026/08/19,204.75,18.3,50.76,92.07,176.39,2136.5,28.33,0.71,1.12,2026/07/31,29.1624億,2,
摩根新興科技基金-一般型(原名稱：摩根新興科技基金),ACJF76-TFRX,台幣,國內股票開放型科技類,1995/03/23,RR5,無,2026/08/19,422.85,-2.41,55.56,137.93,288.93,4128.5,37.55,0.73,0.83,2026/07/31,200.4147億,3.5,
宏利環球基金－美元收益基金AA股(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),MAM18-TFRY,美元,固定收益,2007/01/29,RR3,年配,2026/08/18,1.0339,-0.13,-1.58,2.15,15.93,90.53,3.25,0.08,0.85,2026/05/31,123.00百萬,2.5,
施羅德環球基金系列－環球收息債券(美元)A-月配固定(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),PYZR2-TFS1,美元,債券型,2016/11/30,RR2,月配,2026/08/18,84.6399,0.82,-0.47,2.66,23,41.85,2.63,0.16,0.69,2026/06/30,"8,269.00百萬",3.5,
富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A (Mdis)股,FLZ38-TFS2,美元,貨幣型,1994/06/01,RR1,月配,2026/08/18,9.81,0.9,1.78,3.71,14.01,N/A,0.1,10.75,N/A,2026/06/30,"2,408.00百萬",3.5,
安聯收益成長基金-AMg7月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),TLZF9-TFS3,美元,平衡型,2020/02/03,RR3,月配,2026/08/18,8.7914,0.88,5.47,11.64,40.52,65.18,6.87,0.42,0.44,2026/06/30,"58,185.00百萬",2.5,僅供一生傳富/招財進保/世紀贏家商品連結
紐約梅隆美國市政基礎建設債券投資基金-美元A配息(基金之配息來源可能為本金),MLZ25-TFS4,美元,市政債券,2021/10/29,RR2,半年配,2026/08/17,0.7925,0.43,-2.18,3.05,12.79,N/A,4.62,0.12,1.98,2026/06/30,544.00百萬,4.5,
景順全球科技基金M8月配息型美元(基金之配息來源可能為本金),ACCS134-TFS5,美元,跨國投資股票型全球市場,2023/10/27,RR4,月配,2026/08/18,18.33,0.25,17.15,31.75,N/A,127.88,18.69,0.44,1.44,2026/07/31,1.5099億,,
聯博多元資產收益組合基金-AI類型(美元)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)_(月配/現金),ACTI71-TFS6,美元,全球組合型平衡型,2018/01/16,RR3,月配,2026/08/18,9.48,2.84,4.93,12.32,42.78,51.77,7.24,0.43,0.7,2026/07/31,284.8221億,2.5,
聯博多元資產收益組合基金-AI類型(新台幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)_(月配/現金),ACTI70-TFS7,台幣,全球組合型平衡型,2018/01/16,RR3,月配,2026/08/18,6.52,3.44,5.27,13.92,35.93,46.67,6.29,0.55,0.58,2026/07/31,141.6158億,2.5,
聯博美國多重資產收益基金-AI類型(美元)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金),ACTI94-TFS8,美元,多重資產型,2021/01/26,RR3,月配,2026/08/18,11.99,1.16,3.66,6.32,39.87,34.03,6.93,0.21,0.52,2026/07/31,34.254億,2,
聯博美國多重資產收益基金-AI類型(新台幣)(本基金得投資於非投資等級之高風險債券且配息來源可能為本金),ACTI90-TFS9,台幣,多重資產型,2021/01/26,RR3,月配,2026/08/18,8.13,1.45,3.6,7.54,31.99,29.9,5.97,0.3,0.45,2026/07/31,18.3159億,2,
摩根基金 - 美國複合收益債券基金  -  JPM 美國複合收益債券（美元） -  A股（分派）(本基金之配息來源可能為本金),JFZ75-TFSA,美元,債券型,2000/09/15,RR2,年配,2026/08/18,11.33,-0.18,-2.33,1.36,12.08,132.69,3.49,0.02,0.99,2026/06/30,"4,468.00百萬",3,
摩根基金－中國基金 - JPM 中國(美元)－ A股(分派)(本基金之配息來源可能為本金),JFH02-TFSC,美元,股票型,1994/07/04,RR5,年配,2026/08/18,77.54,0.4,-1.72,5.39,26.03,797.78,15.59,0.09,0.85,2026/06/30,"2,993.00百萬",3.5,
景順全球科技基金,ACCS04-TFSD,台幣,跨國投資股票型全球市場,1996/11/18,RR4,年配,2026/08/18,89.23,1.49,18.88,39.95,116.74,1258.39,16.52,0.6,1.18,2026/07/31,35.8462億,4,
摩根投資基金－多重收益基金 - JPM多重收益(美元對沖) - A股(每月派息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),JFZA5-TFSH,美元,平衡型,2012/08/31,RR3,月配,2026/08/18,131.21,2.88,5.27,12.38,38.05,111.43,4.08,0.75,0.37,2026/06/30,"21,391.00百萬",3,
歐元貨幣帳戶(停泊標的),TFSI-TFSI,歐元,貨幣帳戶,-,RR1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
瀚亞投資-美國特優級債券基金Adm(美元月配)(本基金配息來源可能為本金),IOF13-TFSL,美元,公司債券,2009/06/01,RR2,月配,2026/08/18,9.459,-0.74,-2.55,0.8,12.52,50.94,4.19,-0.02,1.15,2026/06/30,235.00百萬,2,
霸菱大東協基金-A類美元配息型,PLZ11-TFSM,美元,股票型,2008/08/01,RR5,年配,2026/08/18,320.78,8.78,10.25,21.17,48.91,214.52,10.65,0.51,0.53,2026/06/30,320.00百萬,4.5,
霸菱歐洲精選信託基金-A類歐元配息型,PLZ49-TFSN,歐元,中小型股,2001/08/15,RR4,半年配,2026/08/18,63.96,3.63,3.81,11.73,31.41,N/A,11.38,0.27,0.64,2026/06/30,468.00百萬,2,
霸菱亞洲增長基金-A類 美元配息型,PLZ01-TFSR,美元,股票型,1987/02/03,RR5,年配,2026/08/18,193.34,1.2,14.76,45.11,92.66,N/A,21.01,0.53,1.23,2026/06/30,135.00百萬,4,
霸菱全球新興市場基金-A類美元配息型,PLZ07-TFSS,美元,股票型,1992/02/24,RR5,年配,2026/08/18,70.11,2.08,10.12,43.8,87.15,N/A,21.33,0.51,1.42,2026/06/30,858.00百萬,3.5,
日圓貨幣帳戶(停泊標的),TFSU-TFSU,日圓,貨幣帳戶,-,RR1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宏利環球基金-印度股票基金AA股,MAM14-TFSV,美元,股票型,2006/11/30,RR5,年配,2026/08/18,3.3865,8.57,-2.6,-4.64,26.17,239.78,12.58,-0.12,0.7,2026/05/31,351.00百萬,4.5,
宏利環球基金-美國股票基金AA股,MAM08-TFSW,美元,股票型,2007/11/19,RR4,年配,2026/08/18,5.0708,2.84,8.38,10.13,54.01,407.08,12.87,0.21,1.09,2026/05/31,432.00百萬,1.5,
聯博美國成長入息基金-AI類型(新台幣)(本基金配息來源可能為本金且並無保證收益及配息)_(月配/現金),ACTI98-TFT1,台幣,跨國投資股票型單一國家,2021/01/26,RR4,月配,2026/08/18,11.61,2.05,8.42,12.27,58.76,87.44,9.62,0.32,0.62,2026/07/31,79.4037億,2.5,
聯博美國成長入息基金-AI類型(美元)(本基金配息來源可能為本金且並無保證收益及配息)_(月配/現金),ACTI100-TFT2,美元,跨國投資股票型單一國家,2021/01/26,RR4,月配,2026/08/18,15.4,0.7,6.84,5.6,58.69,66.74,11.21,0.12,0.74,2026/07/31,39.6905億,2.5,
M＆G入息基金A(美元避險月配)F(本基金配息來源可能為本金且並無保證收益及配息)_(月配/現金),MMG55-TFT3,美元,平衡型,2020/11/19,RR3,月配,2026/08/18,78.1876,3.21,1.76,11.73,26.04,32.84,5.38,0.54,0.36,2026/06/30,641.00百萬,2.5,
安聯AI收益成長多重資產基金-B類型(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ACDD154-TFT4,美元,多重資產型,2024/08/28,RR3,月配,2026/08/18,13.02,2.36,14.28,29.54,N/A,49.61,16.47,0.46,0.94,2026/07/31,32.6519億,,
安聯AI收益成長多重資產基金-B類型(月配息)-新臺幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ACDD145-TFT5,台幣,多重資產型,2024/08/28,RR3,月配,2026/08/18,12.98,3.62,15.81,37.64,N/A,49.64,14.18,0.65,0.81,2026/07/31,75.6591億,,
貝萊德世界金融基金 A10美元(總報酬穩定配息)(基金之配息來源可能為本金)_(月配/現金),SHZV5-TFT6,美元,金融股,2022/10/19,RR4,月配,2026/08/18,20.28,15.19,9.79,20.93,132.48,181.67,24.52,0.24,1.71,2026/05/31,"2,608.00百萬",4.5,
貝萊德美國價值型基金A10美元(總報酬穩定配息)(基金之配息來源可能為本金),SHZW2-TFT7,美元,股票型,2022/10/26,RR4,月配,2026/08/18,12.77,8.32,10.54,23.96,59.44,71.16,9.79,0.62,0.69,2026/05/31,940.00百萬,3.5,
貝萊德環球資產配置基金A10美元(總報酬穩定配息)(基金之配息來源可能為本金),SHZW8-TFT8,美元,平衡型,2023/07/19,RR3,月配,2026/08/18,11.6,2.83,4.77,14.45,47.42,40.35,8.22,0.44,0.78,2026/05/31,"18,899.00百萬",2.5,
施羅德全週期成長多重資產基金(新台幣)-配息型(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)_(月配/現金),ACES95-TFT9,台幣,多重資產型,2021/01/11,RR3,月配,2026/08/18,11.15,4.72,6.59,22.09,49.3,52.56,6.79,0.81,0.57,2026/07/31,25.2823億,3.5,
貝萊德全球智慧數據股票入息基金A6 美元(基金之配息來源可能為本金且並無保證收益及配息)_(月配/現金),SHZT9-TFTA,美元,股票型,2014/10/08,RR3,月配,2026/08/18,10.02,3.96,9.67,15.55,61.33,142.69,6.2,0.63,0.42,2026/05/31,"13,646.00百萬",3.5,
景順印度股票基金A-年配息股美元,CTZ62-TFTB,美元,股票型,2006/12/11,RR5,無,2026/08/18,114.56,10.89,-2.07,-6.54,22.71,260.93,16.07,-0.12,0.89,2026/06/30,491.00百萬,3.5,
摩根投資基金 - 多重收益基金 - JPM多重收益(美元對沖) - A股(每季派息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),JFZA3-TFTC,美元,平衡型,2012/01/13,RR3,季配,2026/08/18,140.08,2.88,5.26,12.39,38.09,131.21,4.08,0.75,0.37,2026/06/30,"21,391.00百萬",3,
摩根投資基金 - 多重收益基金 - JPM多重收益(澳幣對沖) - A股(利率入息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),JFZB0-TFTD,澳幣,平衡型,2013/03/28,RR3,月配,2026/08/18,9.33,3.02,5.33,12.03,34.23,91.26,4.08,0.73,0.37,2026/06/30,"21,391.00百萬",3,
聯博-美國收益基金AA(穩定月配)級別美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ALB62-TFTI,美元,債券型,2014/01/09,RR3,月配,2026/08/18,8.86,0.79,-1.15,1.88,17.72,39.62,3.89,0.05,1.04,2026/06/30,"20,055.00百萬",3,
聯博-美國收益基金AA(穩定月配)澳幣避險級別(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ALB63-TFTJ,澳幣,債券型,2014/01/14,RR3,月配,2026/08/18,8.35,0.94,-0.99,1.84,14.97,35.31,3.96,0.05,1.04,2026/06/30,"20,055.00百萬",3,
聯博-全球靈活收益基金AT級別美元(基金之配息來源可能為本金),ALBJ2-TFTK,美元,債券型,2012/02/03,RR2,月配,2026/08/18,15.26,0.84,-1.09,1.29,11.5,26.22,3.38,0.01,0.92,2026/06/30,"1,137.00百萬",3,
聯博-房貸收益基金AA(穩定月配)級別美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ALBB1-TFTM,美元,債券型,2014/02/20,RR3,月配,2026/08/18,9.26,1.15,1.33,4.53,22.57,57.83,1.26,0.74,0.33,2026/06/30,"1,786.00百萬",4.5,
安聯收益成長基金-AM穩定月收類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),TLZ64-TFTO,美元,平衡型,2012/10/16,RR3,月配,2026/08/18,8.6343,0.88,5.46,11.64,40.5,180.59,6.87,0.42,0.44,2026/06/30,"58,185.00百萬",2.5,
安聯收益成長基金-AM穩定月收類股(歐元避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),TLZ73-TFTP,歐元,平衡型,2013/05/02,RR3,月配,2026/08/18,8.1458,0.5,4.52,9.45,33.06,108.43,6.79,0.34,0.43,2026/06/30,"58,185.00百萬",1.5,
安聯收益成長基金-AM穩定月收類股(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),TLZ72-TFTQ,澳幣,平衡型,2012/10/15,RR3,月配,2026/08/18,7.982,0.99,5.49,11.23,36.74,178.02,6.86,0.41,0.44,2026/06/30,"58,185.00百萬",2.5,
安聯歐洲高息股票基金-AM穩定月收類股(美元避險)(本基金之配息來源可能為本金且無保證收益及配息)_(月配/現金),TLZ76-TFTS,美元,股票型,2013/10/02,RR4,月配,2026/08/18,12.3191,11.05,8.2,24.18,66.72,172.61,9.75,0.62,0.57,2026/06/30,"1,768.00百萬",4,
施羅德環球基金系列-環球收息債券(美元)A-穩定月配(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),PYZA63-TFU2,美元,債券型,2024/09/18,RR2,月配,2026/08/18,90.3721,0.82,-0.47,2.65,N/A,7.45,2.62,0.16,0.05,2026/06/30,"8,269.00百萬",,
摩根投資基金-多重收益基金-JPM多重收益(美元對沖)-A股(利率入息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),JFZK2-TFU4,美元,平衡型,2018/03/26,RR3,月配,2026/08/18,8.6,2.91,5.24,12.35,37.95,55.27,4.13,0.74,0.38,2026/06/30,"21,391.00百萬",3,
摩根投資基金-多重收益基金-JPM多重收益(美元對沖)-A股(穩定月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),JFZN3-TFU5,美元,平衡型,2021/07/02,RR3,月配,2026/08/18,74.84,2.87,5.27,12.37,37.97,N/A,4.08,0.75,0.37,2026/06/30,"21,391.00百萬",3,
聯博-美國成長基金AP(總報酬月配)級別美元(基金之配息來源可能為本金)_(月配/現金),ALBT8-TFU6,美元,股票型,2024/07/24,RR4,月配,2026/08/18,73.44,0.5,7.87,5.45,N/A,26.96,11.98,0.11,1.16,2026/06/30,"9,054.00百萬",,
瀚亞投資-全球價值股票基金Admc1(美元穩定月配)(本基金配息來源可能為本金),IOF70-TFU7,美元,股票型,2014/02/14,RR3,月配,2026/08/18,17.67,7.17,7.64,23.13,79.88,162.09,10.1,0.58,0.82,2026/06/30,683.00百萬,4.5,
瀚亞策略印度傘型基金之印度策略收益平衡基金B類型新台幣(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ACCP102-TFU8,台幣,股票債券平衡型跨國投資型,2017/09/12,RR3,月配,2026/08/18,5.73,5.93,-5.16,-5.12,-0.92,7.9,11.31,-0.15,2.25,2026/07/31,2.1304億,1,
景順環球高評級企業債券基金 E-穩定月配息股 美元(基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),CTZP0-TFU9,美元,公司債券,2020/03/04,RR2,月配,2026/08/18,6.8957,0.19,-1.9,1.14,18.02,1.97,3.1,-0.004,0.84,2026/06/30,"1,213.00百萬",3,僅供一生傳富/招財進保/世紀贏家商品連結
景順多元收益成長基金 A-穩定月配息(美元對沖)股 美元(基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),CTZR0-TFV2,美元,平衡型,2020/03/04,RR3,月配,2026/08/18,10.981,4.13,2.6,9.7,38.24,62.16,5.86,0.41,0.45,2026/06/30,"2,323.00百萬",2.5,僅供一生傳富/招財進保/世紀贏家商品連結
安聯美國收益基金-AMg穩定月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),TLZG9-TFV3,美元,債券型,2020/04/15,RR3,月配,2026/08/18,7.2341,0.31,-0.97,2.06,16.45,13.32,2.49,0.1,0.67,2026/06/30,355.00百萬,3,僅供一生傳富/招財進保/世紀贏家商品連結
富蘭克林坦伯頓全球投資系列-穩定月收益基金美元A (Mdis)股 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),FLZ92-TFV4,美元,平衡型,1999/07/01,RR3,月配,2026/08/18,10,2.56,3.4,12.08,32.44,323.56,4.77,0.63,0.33,2026/06/30,"12,950.00百萬",2.5,僅供一生傳富/招財進保/世紀贏家商品連結
聯博多元資產收益組合基金-AI類型(美元)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),ACTI71-TFV5,美元,全球組合型平衡型,2018/01/16,RR3,月配,2026/08/18,9.48,2.84,4.93,12.32,42.78,51.77,7.24,0.43,0.7,2026/07/31,284.8221億,2.5,僅供一生傳富/招財進保/世紀贏家商品連結
聯博多元資產收益組合基金-AI類型(新台幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),ACTI70-TFV6,台幣,全球組合型平衡型,2018/01/16,RR3,月配,2026/08/18,6.52,3.44,5.27,13.92,35.93,46.67,6.29,0.55,0.58,2026/07/31,141.6158億,2.5,僅供一生傳富/招財進保/世紀贏家商品連結
聯博美國成長入息基金-AI類型(美元)(本基金配息來源可能為本金且並無保證收益及配息)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),ACTI100-TFV7,美元,跨國投資股票型單一國家,2021/01/26,RR4,月配,2026/08/18,15.4,0.7,6.84,5.6,58.69,66.74,11.21,0.12,0.74,2026/07/31,39.6905億,2.5,僅供一生傳富/招財進保/世紀贏家商品連結
聯博美國成長入息基金-AI類型(新台幣)(本基金配息來源可能為本金且並無保證收益及配息)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),ACTI98-TFV8,台幣,跨國投資股票型單一國家,2021/01/26,RR4,月配,2026/08/18,11.61,2.05,8.42,12.27,58.76,87.44,9.62,0.32,0.62,2026/07/31,79.4037億,2.5,僅供一生傳富/招財進保/世紀贏家商品連結
M＆G入息基金A(美元避險月配)F(本基金配息來源可能為本金且並無保證收益及配息)_(月配/單位數_僅供一生傳富、招財進保、世紀贏家商品連結),MMG55-TFV9,美元,平衡型,2020/11/19,RR3,月配,2026/08/18,78.1876,3.21,1.76,11.73,26.04,32.84,5.38,0.54,0.36,2026/06/30,641.00百萬,2.5,僅供一生傳富/招財進保/世紀贏家商品連結
貝萊德ESG社會責任多元資產基金A8多幣別穩定月配息股份-美元幣避險(基金之配息來源可能為本金),SHZU7-TFVU,美元,平衡型,2019/12/18,RR3,月配,2026/08/18,13.04,3.26,6.81,17.82,41.55,61.15,6.42,0.7,0.57,2026/05/31,"2,980.00百萬",3.5,ESG基金
凱基收益成長多重資產基金-新臺幣B(月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ACKG61-TFVX,台幣,多重資產型,2019/09/25,RR3,月配,2026/08/18,9.477,3.82,6.04,14.29,46.77,57.92,5.99,0.56,0.47,2026/07/31,16.0968億,3,
凱基收益成長多重資產基金-美元B(月配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ACKG65-TFVY,美元,多重資產型,2019/09/25,RR3,月配,2026/08/18,9.9618,3.37,5.78,11.85,54.9,75.27,6.87,0.4,0.61,2026/07/31,8.8304億,2.5,
合庫標普利變特別股收益指數基金B類型(新台幣)(本基金之配息可能涉及本金),ACCB35-TFVZ,台幣,跨國投資指數型,2018/03/26,RR4,月配,2026/08/18,7.58,0.23,0.49,7.04,16.69,29.27,3.13,0.52,0.07,2026/07/31,1.2975億,2,
摩根基金－環球債券收益基金 - JPM環球債券收益(美元) - A股(每月派息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),JFZL4-TFW1,美元,債券型,2014/12/19,RR3,月配,2026/08/18,7.59,1.07,1.07,3.44,19.69,47.32,1.36,0.46,0.3,2026/06/30,"14,237.00百萬",4,
安聯全球收益成長基金-AMf2固定月配類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),TLZM4-TFW3,美元,平衡型,2022/01/03,RR3,月配,2026/08/18,83.18,1.15,2.48,10.62,40.05,22.54,5.76,0.45,0.53,2026/06/30,869.00百萬,2.5,
駿利亨德森資產管理基金 - 駿利亨德森平衡基金 A6 穩月配美元 (本基金某些股份類別之配息來源可能為本金),JAZC8-TFW4,美元,平衡型,2023/04/05,RR3,月配,2026/08/18,11.65,3.5,5.52,8.72,44.2,46.52,7.66,0.28,0.59,2026/06/30,"11,660.00百萬",2,
野村全球金融收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益及配息),ACKH117-TFW5,美元,債券型海外債券投資等級,2018/08/21,RR2,月配,2026/08/18,7.5288,-0.17,-2.74,0.52,14.98,14.81,4.2,-0.04,1.15,2026/07/31,3.2331億,2.5,
野村全球金融收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息),ACKH116-TFW6,台幣,債券型海外債券投資等級,2018/08/21,RR2,月配,2026/08/18,7.1088,0.4,-2.38,2.87,9.76,8.41,4.19,0.12,1.06,2026/07/31,17.3785億,2.5,
聯博-新興市場多元收益基金AD月配級別美元 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ALBA4-TFW8,美元,平衡型,2013/03/21,RR4,月配,2026/08/18,14.54,1.6,5.89,27.52,82.3,87.71,16.18,0.44,1.15,2026/06/30,"1,134.00百萬",4.5,
聯博-新興市場優化波動股票基金AD月配級別美元(基金之配息來源可能為本金),ALBM3-TFW9,美元,股票型,2018/02/22,RR5,月配,2026/08/18,17.44,-0.3,1.99,25.19,84.7,N/A,17.62,0.37,1.22,2026/06/30,"1,148.00百萬",2,
合庫標普利變特別股收益指數基金B類型(美元)(本基金之配息可能涉及本金),ACCB37-TFWA,美元,跨國投資指數型,2018/03/26,RR4,月配,2026/08/18,7.32,-0.66,-0.37,1.97,17.17,24.38,2.61,0.08,0.16,2026/07/31,0.9542億,1.5,
安聯收益成長多重資產基金-B類型(月配息)-新臺幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ACDD75-TFWL,台幣,多重資產型,2018/04/23,RR3,月配,2026/08/18,8.45,1.76,7.48,14.76,29.97,57.56,6.78,0.55,0.46,2026/07/31,265.676億,3,
安聯特別收益多重資產基金- B類型(月配息)-美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),ACDD116-TFWM,美元,多重資產型,2020/07/21,RR3,月配,2026/08/18,7.5,-1.3,-3.27,-1.07,13.95,9.64,3.82,-0.17,0.22,2026/07/31,1.2509億,1.5,
安聯美國收益基金-AM穩定月收類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)_(月配/現金),TLZG8-TFWN,美元,債券型,2017/03/01,RR3,月配,2026/08/18,8.016,0.31,-0.97,2.05,16.44,23.98,2.49,0.1,0.67,2026/06/30,355.00百萬,3,
安聯全球永續發展基金-A配息類股(美元)(基金之配息來源可能為本金),TLZ57-TFWO,美元,股票型,2003/01/02,RR3,年配,2026/08/18,54.9495,4.49,5.24,6.91,35.62,509.24,6.26,0.26,0.39,2026/06/30,"1,318.00百萬",2,
凱基富利人生全權委託管理帳戶(美元)(現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),TFWR-TFWR,美元,類全委帳戶,2022/09/07,RR3,月配,2026/8/18,10.99,-0.27,1.48,4.47,13.07,9.9,9.45,-,-,-,-,-,-
瀚亞新收益全權委託管理帳戶-N1級別(美元)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),TFWV-TFWV,美元,類全委帳戶,2023/07/24,RR3,月配,2026/8/18,11.46,1.69,2.32,7.2,19,14.6,9.85,-,-,-,-,-,-
元大台灣高股息基金(本基金之配息來源可能為收益平準金且並無保證收益及配息),0056.TW~TFX3,台幣,股票型,2007/12/13,,季配,2026/08/19,52,21.44,41.42,63.7,104.33,526.65,22.03,0.67,0.99,2026/08/19,"738,219.00百萬",N/A,N/A
元大美國政府1至3年期債券ETF基金(本基金之配息來源可能為收益平準金),00719B.TW~TFX4,台幣,債券型,2018/01/19,,季配,2026/08/19,31.21,1.74,2.26,9.28,13.06,29.07,3.83,0.58,0.11,2026/08/18,"9,416.00百萬",N/A,N/A
凱基台灣優選高股息30ETF基金(基金之配息來源可能為收益平準金且無保證收益及配息),00915.TW~TFX5,台幣,股票型,2022/08/01,,季配,2026/08/19,31.23,18.09,33.39,47.44,98.11,175.41,25.59,0.46,0.98,2026/08/19,"16,091.00百萬",N/A,N/A
凱基全球菁英55 ETF基金,00926.TW~TFX6,台幣,股票型,2023/05/26,,年配,2026/08/19,26.13,3.24,10.58,28.27,89.41,99.73,8.86,0.79,0.4,2026/08/18,"2,698.00百萬",N/A,N/A
凱基全球10年期以上美元A級公司債券ETF基金(基金之配息來源可能為收益平準金),00950B.TW~TFX7,台幣,公司債券,2024/07/01,,月配,2026/08/19,13.64,-0.46,-2.25,6.02,N/A,1.11,6.71,0.21,0.69,2026/08/18,"55,995.00百萬",N/A,N/A
凱基優選台灣AI 50 ETF基金(基金之配息來源可能為收益平準金),00952.TW~TFX8,台幣,股票型,2024/08/26,,月配,2026/08/19,17.69,8.22,47.36,78.48,N/A,92.69,20.92,0.83,0.94,2026/08/19,"4,384.00百萬",N/A,N/A
凱基台灣優選30 ETF基金(基金之配息來源可能為收益平準金),00938.TW~TFX9,台幣,股票型,2024/10/14,,季配,2026/08/19,24.42,19.84,31.47,68.31,N/A,72.03,23.72,0.66,0.85,2026/08/19,"2,389.00百萬",N/A,N/A
Invesco納斯達克100指數ETF,QQQ~TFXT,美元,股票型,1999/03/10,RR4,季配,2026/08/18,717.51,1.76,18.72,24.93,103.95,1573.87,15.45,0.37,0.96,2026/07/31,"452,800.00百萬",N/A,N/A
ISHARES歐洲ETF,IEV~TFXU,美元,股票型,2000/07/25,RR4,半年配,2026/08/18,74.87,6.52,3.76,19.71,66.02,291.26,14.75,0.3,0.88,2026/07/31,"1,668.00百萬",N/A,N/A
Vanguard全世界股票ETF,VT~TFXV,美元,股票型,2008/06/24,RR4,季配,2026/08/18,160.06,4.51,9.53,22.05,78.57,372.5,11.41,0.43,1.01,2026/06/30,"97,000.00百萬",N/A,N/A
VanguardS&P500 ETF,VOO~TFXW,美元,股票型,2010/09/07,RR4,季配,2026/08/18,705.4,4.2,12.44,20.69,82.91,829.49,9.98,0.45,0.98,2026/06/30,"1,700,000.00百萬",N/A,N/A
SPDR標普500指數ETF,SPY~TFXX,美元,股票型,1993/01/22,RR4,季配,2026/08/18,767.45,4.17,12.42,20.62,82.5,3076.85,10.02,0.45,0.99,2026/07/31,"795,307.00百萬",N/A,N/A
